,profit,scenario,ratio1,ratio2
0,238109137.15878558,6,0.9792336588072091,0.5694790685954764
1,243018151.66365623,7,0.9585602395658964,0.6053887323945806
2,237546382.35405856,8,0.9653049487059796,0.6158960743752788
3,233080855.4744337,9,0.9707378699415863,0.6237696506454949
4,195154554.85025305,10,0.9896503545802525,0.7239100317904285
5,175730718.15542603,13,0.9649569989071677,0.6597853818602262
6,193736202.18307865,14,0.9117798553998154,0.7497961314371344
7,211510884.11752617,15,0.9002718528753133,0.7054577344043422
8,199819743.852816,16,0.9967897913397953,0.49806591543497053
9,168995492.338589,23,0.9972141865901614,0.42626139757382553
10,179120625.51822326,24,0.9890596038371483,0.41515772103009485
11,186768510.57219425,25,0.9769971811224414,0.4283576307870537
12,252696474.1697892,47,0.9925707940096261,0.4653334842638287
13,247960780.75479022,48,0.9652344826892035,0.5180940896392743
14,245054527.96096903,49,0.9611103943089531,0.5425185696578874
15,241598132.7247189,50,0.9687389070442207,0.5302761901777342
16,244562801.04681173,51,0.9733753287298236,0.5117394461777941
17,237655937.1104118,57,0.9862198683076695,0.6336968243418016
18,239155367.3376954,58,0.94497763552111,0.7324086355251862
19,250844353.88636342,59,0.9224407943432942,0.7503422024510416
20,263221112.17962614,60,0.9111464162403647,0.7512509420900841
21,260803154.06773484,61,0.9238550161105936,0.7408889772626741
22,259632906.94189677,62,0.9275005712322272,0.7337886171109316
23,260259804.73983732,63,0.9323782017749465,0.721979097445149
24,256693790.5014396,64,0.9571690995949149,0.6753765877315184
25,235429859.1759959,67,0.9969296958290802,0.5533262829987492
26,247615024.72508135,68,0.961672658629795,0.5996895790220962
27,214124560.13773167,100,0.9953243605897285,0.3735949923909962
28,211598714.06010088,101,0.9924133519662577,0.37914932974572685
29,211675655.43982807,102,0.98724182752315,0.3724672441503468
30,210065763.53893688,103,0.9723470467547087,0.3914235542467193
31,202661008.9133866,104,0.9541227423579428,0.3436146325340796
32,190257399.95393062,105,0.8991852030325709,0.29652820722276674
33,187426498.93399733,106,0.9026637606440395,0.3033554830193577
34,198501459.54800794,107,0.8519142112183324,0.4161361943614929
35,199414956.69408768,108,0.8244104331670072,0.4401116345554394
36,182183689.54742825,109,0.7687223446792382,0.4219591851789053
37,180935031.69836342,110,0.7752660881300697,0.37502941814166624
38,178712282.03987288,111,0.7788935607109715,0.36750561187618713
