,profit,scenario,ratio1,ratio2
0,640345403.0106812,0,2.170674043657957,3.6595692566167757
1,638708637.9801052,1,2.1705931128762512,3.606114501804981
2,634422768.6752876,2,2.1766648825331467,3.7897830685152134
3,634127434.7131267,3,2.166547435528684,3.8965014787713756
4,635902525.3391976,4,2.1552818989276643,3.9303587365401222
5,635327053.1751996,5,2.088231681446142,4.156256875825645
6,638752539.3260821,6,2.028926557022146,4.105710499241134
7,641924731.2743351,7,1.9855671259146515,4.083554018734713
8,640810075.3754995,8,1.9981066117015613,4.233845636108571
9,639714936.894212,9,2.0083862778151493,4.360373475136972
10,624109486.0837581,10,2.0470879740770256,5.794123697754936
11,619306460.9114314,11,2.1013821975688645,6.312875541585935
12,620027375.4335346,12,2.1034498223923253,6.322539790374286
13,593144090.716478,13,2.0227170369907146,6.1787332130996475
14,602570322.3429155,14,1.910911904117378,5.666482119230037
15,610030439.5745444,15,1.8869756693148907,4.922438584747618
16,603255151.4545852,16,2.0878198085135966,4.753537495861577
17,590375503.7996007,17,2.1735089654465214,4.833108850532781
18,587764328.4101858,18,2.1231647895626202,4.846989686456997
19,583192296.9218628,19,2.141350502172862,5.21189604709415
20,578651238.3628198,20,2.236210523462412,5.309050547742152
21,580293026.8366321,21,2.222743147150448,4.99449320991559
22,572841553.8063809,22,2.161894320033956,5.0986835138759785
23,571253022.1941029,23,2.1131689448295568,5.498018747804106
24,575183051.4963745,24,2.096425637809194,5.035302008354521
25,579194876.5744134,25,2.070155499913877,4.800938037157935
26,597831670.5593247,26,2.1449884789697595,4.925235002437512
27,594949828.6604942,27,2.1788126830098924,5.048910972046775
28,589465878.5568546,28,2.2544012697649176,5.4313405719473025
29,588404501.9326211,29,2.2849875509535003,5.439361754901044
30,601579948.4134599,30,2.316227749322754,5.462537465842748
31,606921885.6944488,31,2.3633708550626356,6.434167481821513
32,606327936.1149486,32,2.3683031150883287,6.256562130274195
33,609167114.8712373,33,2.3496120389479733,5.984522795690218
34,614629535.3048277,34,2.291608981893633,5.796965705936378
35,632612687.4146087,35,2.3270889811838593,5.815298147168019
36,633921214.8155888,36,2.307616081915625,5.655297625321923
37,636591290.7018871,37,2.297648480348436,5.323865871349443
38,645499438.8522252,38,2.242504983502062,4.849797727882866
39,651621369.2304053,39,2.2605355551645494,4.368624088423676
40,653973164.9251229,40,2.2527003231572644,4.037205941867511
41,660669177.6922204,41,2.257827366770601,3.650082946359043
42,663522753.8752184,42,2.26726172974194,3.4866988682550746
43,653402579.4925331,43,2.264869572588496,3.5471687943039374
44,632998932.3699484,44,2.2003650427311685,3.5490439117329458
45,632782668.1758316,45,2.199706769349873,3.5473610553704416
46,638022556.6426747,46,2.106370213864179,3.5150853888537767
47,637905846.780123,47,2.063682151731193,3.567048331837478
48,634930000.0352814,48,2.0090014932202287,3.741047444557903
49,635149357.4346017,49,1.9990235011072683,3.8544422832221588
50,632773848.2810986,50,2.0156934028643545,3.8911152505053423
